,PID,Gender,Sex_orient,Age,Pol_party,Pol_Id,Pol_Id_forced,Know_LGB,Know_trans,Religiosity,State,Rel_lib_marriage,Trans_bath,LG_job_discrim,LG_couple_adopt,Sum_Policies,Feel_therm_LG,Feel_therm_trans,Feel_therm_mean,Gov_pol_party_2020,Overall_rel
618,619,2,1,43,2,6,,1,1,3,CA,1,1,1,1,4,80,40,60,Democrat,0.49
726,727,2,1,60,2,6,,1,1,1,CA,1,1,1,1,4,70,50,60,Democrat,0.49
1824,1825,1,1,74,2,6,,2,2,3,CA,1,1,1,1,4,70,50,60,Democrat,0.49
2298,2299,1,1,27,2,6,,2,2,5,CA,1,1,1,1,4,70,50,60,Democrat,0.49
2351,2352,2,1,56,2,7,,1,2,1,CA,1,1,1,1,4,70,50,60,Democrat,0.49
3480,3481,1,1,32,,,2,2,2,3,CA,1,1,1,1,4,60,60,60,Democrat,0.49
4697,4698,2,1,23,4,4,2,1,2,4,CA,1,1,1,1,4,60,60,60,Democrat,0.49
5312,5313,1,1,49,4,5,,1,2,5,CA,1,1,1,1,4,60,60,60,Democrat,0.49
6028,6029,1,1,37,,4,1,2,2,1,CA,1,1,1,1,4,50,70,60,Democrat,0.49
2048,2049,2,1,61,1,4,1,1,2,5,CA,1,1,1,1,4,85,40,62.5,Democrat,0.49
3356,3357,1,1,,,,2,1,2,5,CA,1,1,1,1,4,75,50,62.5,Democrat,0.49
2819,2820,2,1,25,4,4,1,1,2,2,CA,1,1,1,1,4,70,60,65,Democrat,0.49
6684,6685,2,1,39,1,4,1,1,2,3,CA,1,1,1,1,4,70,60,65,Democrat,0.49
6964,6965,1,4,73,2,6,,1,2,1,CA,1,1,1,1,4,70,60,65,Democrat,0.49
7517,7518,1,1,75,4,3,,1,2,4,CA,1,1,1,1,4,70,60,65,Democrat,0.49
2852,2853,2,1,38,,6,,2,2,2,CA,1,1,1,1,4,85,50,67.5,Democrat,0.49
4460,4461,2,1,,2,6,,1,2,4,CA,1,1,1,1,4,85,50,67.5,Democrat,0.49
797,798,2,1,73,1,2,,2,2,3,CA,1,1,1,1,4,70,70,70,Democrat,0.49
1216,1217,2,1,66,1,,2,2,2,1,CA,1,1,1,1,4,70,70,70,Democrat,0.49
2766,2767,1,1,42,2,6,,1,2,1,CA,1,1,1,1,4,100,40,70,Democrat,0.49
3151,3152,2,1,49,1,2,,1,2,1,CA,1,1,1,1,4,100,40,70,Democrat,0.49
3774,3775,1,1,,2,6,,2,2,2,CA,1,1,1,1,4,70,70,70,Democrat,0.49
3935,3936,2,1,29,1,6,,1,2,1,CA,1,1,1,1,4,70,70,70,Democrat,0.49
5170,5171,1,1,80,2,6,,1,2,3,CA,1,1,1,1,4,70,70,70,Democrat,0.49
281,282,1,1,58,4,6,,1,2,2,CA,1,1,1,1,4,100,50,75,Democrat,0.49
4608,4609,2,3,60,,5,,2,2,5,CA,1,1,1,1,4,75,75,75,Democrat,0.49
6298,6299,1,1,59,1,4,2,2,2,1,CA,1,1,1,1,4,75,75,75,Democrat,0.49
315,316,2,1,51,4,6,,1,2,2,CA,1,1,1,1,4,85,70,77.5,Democrat,0.49
2829,2830,1,1,24,1,6,,2,2,3,CA,1,1,1,1,4,70,85,77.5,Democrat,0.49
5297,5298,2,1,76,2,6,,1,2,3,CA,1,1,1,1,4,85,70,77.5,Democrat,0.49
7816,7817,2,1,33,4,4,1,1,2,1,CA,1,1,1,1,4,85,70,77.5,Democrat,0.49
193,194,2,1,69,1,6,,1,2,2,CA,1,1,1,1,4,85,85,85,Democrat,0.49
1185,1186,1,1,39,,5,,2,2,2,CA,1,1,1,1,4,100,70,85,Democrat,0.49
1030,1031,2,1,64,,6,,2,2,3,CA,1,1,1,1,4,85,100,92.5,Democrat,0.49
6552,6553,1,1,53,1,,2,1,1,1,CA,1,1,1,1,4,100,85,92.5,Democrat,0.49
7404,7405,1,1,26,4,6,,1,2,5,CA,1,1,1,1,4,100,85,92.5,Democrat,0.49
199,200,2,1,,4,4,2,1,2,3,CA,1,1,1,1,4,100,100,100,Democrat,0.49
1895,1896,1,1,23,1,3,,2,2,4,CA,1,1,1,1,4,100,100,100,Democrat,0.49
2682,2683,2,1,51,1,4,1,1,2,3,CA,1,1,1,1,4,100,100,100,Democrat,0.49
4365,4366,2,1,29,1,4,1,1,2,5,CA,1,1,1,1,4,100,100,100,Democrat,0.49
4851,4852,2,1,41,1,,2,2,2,3,CA,1,1,1,1,4,100,100,100,Democrat,0.49
4956,4957,2,1,53,1,4,1,1,2,1,CA,1,1,1,1,4,100,100,100,Democrat,0.49
7179,7180,1,1,35,4,5,,1,2,4,CA,1,1,1,1,4,100,100,100,Democrat,0.49
4476,4477,1,1,,2,5,,1,1,3,CA,1,1,1,1,4,,,,Democrat,0.49
5949,5950,2,1,27,,2,,,,5,CA,1,1,1,1,4,,,,Democrat,0.49
1887,1888,1,1,77,1,5,,1,2,3,CA,1,0,1,1,3,15,15,15,Democrat,0.49
6228,6229,1,1,75,2,4,1,1,2,1,CA,1,0,1,1,3,15,15,15,Democrat,0.49
2069,2070,1,1,68,4,6,,2,2,2,CA,1,0,1,1,3,20,30,25,Democrat,0.49
360,361,1,1,20,,4,1,2,2,1,CA,1,0,1,1,3,40,40,40,Democrat,0.49
5784,5785,1,1,50,1,4,1,2,2,1,CA,1,0,1,1,3,50,49,49.5,Democrat,0.49
9,10,1,1,43,4,,1,1,1,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
381,382,1,1,31,2,3,,2,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
605,606,1,1,44,2,4,1,2,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
764,765,1,1,76,4,3,,1,2,2,CA,1,0,1,1,3,50,50,50,Democrat,0.49
1354,1355,2,1,64,2,7,,1,2,2,CA,1,0,1,1,3,50,50,50,Democrat,0.49
1897,1898,1,1,35,4,3,,1,1,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
2020,2021,1,1,39,,2,,2,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
2854,2855,1,1,63,2,5,,2,2,2,CA,1,0,1,1,3,50,50,50,Democrat,0.49
2940,2941,1,1,35,,3,,2,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
2979,2980,1,1,44,1,2,,1,1,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
3354,3355,2,1,74,1,,1,2,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
4039,4040,2,1,54,4,4,2,1,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
4427,4428,1,1,46,1,2,,1,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
4527,4528,1,1,69,,,2,1,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
5198,5199,2,1,66,1,4,2,1,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
5216,5217,1,1,53,,4,2,1,2,5,CA,1,0,1,1,3,50,50,50,Democrat,0.49
5344,5345,2,1,80,2,4,2,1,2,3,CA,1,0,1,1,3,60,40,50,Democrat,0.49
5691,5692,1,1,70,4,3,,1,2,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
5878,5879,2,1,65,2,,,2,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6077,6078,1,1,61,4,5,,2,2,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6387,6388,1,1,63,,,1,1,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6549,6550,1,1,58,4,5,,1,2,2,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6558,6559,2,1,69,2,6,,2,2,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6575,6576,1,1,80,2,,2,1,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
6982,6983,1,1,52,,,1,2,2,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7042,7043,1,1,70,,3,,1,2,2,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7229,7230,1,1,41,2,,1,2,2,1,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7444,7445,1,1,48,1,4,1,1,2,1,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7453,7454,1,1,48,4,4,2,2,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7613,7614,2,1,51,1,5,,1,2,4,CA,1,0,1,1,3,50,50,50,Democrat,0.49
7946,7947,1,1,32,,4,1,2,2,3,CA,1,0,1,1,3,50,50,50,Democrat,0.49
48,49,2,1,42,2,4,1,1,2,2,CA,1,0,1,1,3,80,30,55,Democrat,0.49
1277,1278,1,1,66,2,6,,1,2,3,CA,1,0,1,1,3,60,50,55,Democrat,0.49
5395,5396,2,1,38,4,4,1,1,2,1,CA,1,0,1,1,3,60,50,55,Democrat,0.49
7051,7052,2,1,80,4,2,,1,1,2,CA,1,0,1,1,3,50,60,55,Democrat,0.49
884,885,1,1,54,4,4,1,1,2,2,CA,1,0,1,1,3,60,60,60,Democrat,0.49
904,905,1,2,69,2,5,,1,2,5,CA,1,0,1,1,3,70,50,60,Democrat,0.49
1253,1254,2,1,66,4,4,1,1,2,1,CA,1,0,1,1,3,70,50,60,Democrat,0.49
1507,1508,2,1,80,2,4,1,1,1,1,CA,1,0,1,1,3,70,50,60,Democrat,0.49
1755,1756,1,1,31,4,4,1,2,2,1,CA,1,0,1,1,3,70,50,60,Democrat,0.49
2578,2579,2,1,29,1,2,,2,2,5,CA,1,0,1,1,3,60,60,60,Democrat,0.49
2823,2824,2,1,60,1,3,,1,2,4,CA,1,0,1,1,3,60,60,60,Democrat,0.49
2935,2936,1,1,60,4,5,,1,2,2,CA,1,0,1,1,3,70,50,60,Democrat,0.49
4610,4611,2,1,59,4,6,,1,2,4,CA,1,0,1,1,3,70,50,60,Democrat,0.49
5028,5029,2,1,74,1,3,,2,2,1,CA,1,0,1,1,3,,60,60,Democrat,0.49
5601,5602,2,1,61,1,2,,1,2,1,CA,1,0,1,1,3,70,50,60,Democrat,0.49
6110,6111,2,1,72,1,3,,1,2,3,CA,1,0,1,1,3,65,55,60,Democrat,0.49
6499,6500,2,1,37,1,4,1,1,2,1,CA,1,0,1,1,3,60,60,60,Democrat,0.49
7153,7154,2,1,62,1,3,,1,2,5,CA,1,0,1,1,3,70,50,60,Democrat,0.49
3586,3587,1,1,62,4,6,,1,2,4,CA,1,0,1,1,3,75,55,65,Democrat,0.49
2274,2275,2,1,64,1,3,,1,2,3,CA,1,0,1,1,3,85,50,67.5,Democrat,0.49
2833,2834,1,1,65,2,4,2,2,2,1,CA,1,0,1,1,3,70,65,67.5,Democrat,0.49
3465,3466,2,1,69,1,2,,1,2,3,CA,1,0,1,1,3,70,70,70,Democrat,0.49
4339,4340,2,1,39,2,3,,1,2,5,CA,1,0,1,1,3,70,70,70,Democrat,0.49
4660,4661,2,3,54,1,1,,1,1,5,CA,1,0,1,1,3,70,70,70,Democrat,0.49
4784,4785,1,1,55,1,2,,1,2,5,CA,1,0,1,1,3,90,50,70,Democrat,0.49
5874,5875,2,1,38,1,2,,1,2,5,CA,1,0,1,1,3,70,70,70,Democrat,0.49
6134,6135,1,1,80,1,2,,1,2,2,CA,1,0,1,1,3,70,70,70,Democrat,0.49
6666,6667,1,1,80,1,4,1,1,2,5,CA,1,0,1,1,3,70,70,70,Democrat,0.49
8138,8139,1,1,62,1,4,1,1,2,4,CA,1,0,1,1,3,70,70,70,Democrat,0.49
2022,2023,1,1,34,1,3,,1,2,5,CA,1,0,1,1,3,85,60,72.5,Democrat,0.49
3137,3138,2,1,44,1,1,,1,2,4,CA,1,0,1,1,3,90,60,75,Democrat,0.49
3830,3831,1,2,62,1,2,,1,2,5,CA,1,0,1,1,3,100,50,75,Democrat,0.49
4849,4850,2,3,,5,4,2,1,2,5,CA,1,0,1,1,3,100,50,75,Democrat,0.49
845,846,1,1,71,1,,2,2,1,1,CA,1,0,1,1,3,70,85,77.5,Democrat,0.49
1784,1785,2,1,64,1,2,,2,2,2,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
3517,3518,2,1,79,1,4,1,1,2,4,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
3839,3840,2,1,39,2,5,,1,2,1,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
3988,3989,1,1,25,,,2,1,2,5,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
5388,5389,2,1,33,1,4,2,2,2,2,CA,1,0,1,1,3,70,85,77.5,Democrat,0.49
6201,6202,1,1,50,1,2,,1,2,5,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
7238,7239,1,1,30,1,4,1,2,2,4,CA,1,0,1,1,3,85,70,77.5,Democrat,0.49
2846,2847,1,1,26,4,2,,2,2,4,CA,1,0,1,1,3,85,75,80,Democrat,0.49
7324,7325,2,1,25,1,3,,1,2,5,CA,1,0,1,1,3,85,75,80,Democrat,0.49
1196,1197,2,1,54,2,5,,2,2,5,CA,1,0,1,1,3,85,80,82.5,Democrat,0.49
70,71,2,1,74,1,2,,2,2,2,CA,1,0,1,1,3,85,85,85,Democrat,0.49
1234,1235,2,1,51,2,6,,1,2,5,CA,1,0,1,1,3,85,85,85,Democrat,0.49
3765,3766,2,1,36,1,1,,1,1,5,CA,1,0,1,1,3,85,85,85,Democrat,0.49
4171,4172,2,1,23,1,3,,1,2,1,CA,1,0,1,1,3,85,85,85,Democrat,0.49
4284,4285,2,3,24,1,2,,1,2,5,CA,1,0,1,1,3,90,80,85,Democrat,0.49
4525,4526,1,1,39,2,5,,1,2,4,CA,1,0,1,1,3,85,85,85,Democrat,0.49
4959,4960,2,1,36,2,5,,1,2,1,CA,1,0,1,1,3,85,85,85,Democrat,0.49
5343,5344,1,1,80,1,4,1,1,2,1,CA,1,0,1,1,3,85,85,85,Democrat,0.49
6265,6266,1,1,67,2,6,,2,1,1,CA,1,0,1,1,3,85,85,85,Democrat,0.49
6545,6546,2,1,,4,4,1,1,2,4,CA,1,0,1,1,3,88,85,86.5,Democrat,0.49
2669,2670,1,2,40,1,2,,1,2,5,CA,1,0,1,1,3,90,85,87.5,Democrat,0.49
3309,3310,2,1,41,,1,,1,1,5,CA,1,0,1,1,3,100,85,92.5,Democrat,0.49
3385,3386,2,1,42,,,1,1,2,1,CA,1,0,1,1,3,100,85,92.5,Democrat,0.49
5507,5508,1,2,38,1,2,,1,1,5,CA,1,0,1,1,3,85,100,92.5,Democrat,0.49
5316,5317,2,1,52,1,5,,1,2,5,CA,1,0,1,1,3,100,90,95,Democrat,0.49
7416,7417,2,1,47,1,2,,1,2,3,CA,1,0,1,1,3,95,95,95,Democrat,0.49
1430,1431,2,1,42,1,2,,1,1,4,CA,1,0,1,1,3,100,95,97.5,Democrat,0.49
219,220,1,1,21,,3,,2,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
344,345,2,1,33,4,4,1,1,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
2700,2701,1,3,25,1,1,,1,2,1,CA,1,0,1,1,3,100,100,100,Democrat,0.49
2999,3000,2,1,71,1,1,,1,2,2,CA,1,0,1,1,3,100,100,100,Democrat,0.49
3227,3228,1,2,22,1,2,,1,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
3410,3411,2,1,31,1,2,,1,1,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
3738,3739,2,1,,,3,,1,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
4184,4185,2,3,20,,,1,1,2,2,CA,1,0,1,1,3,100,100,100,Democrat,0.49
4695,4696,2,1,71,1,3,,1,2,1,CA,1,0,1,1,3,100,100,100,Democrat,0.49
4864,4865,2,1,73,1,2,,1,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
5824,5825,2,1,26,1,3,,1,2,5,CA,1,0,1,1,3,100,100,100,Democrat,0.49
6482,6483,1,1,63,4,4,1,1,2,3,CA,1,0,1,1,3,100,100,100,Democrat,0.49
7978,7979,2,1,53,1,3,,1,2,4,CA,1,0,1,1,3,100,100,100,Democrat,0.49
7142,7143,2,1,80,2,4,2,2,2,1,CA,1,,1,1,3,0,50,25,Democrat,0.49
2923,2924,2,1,80,2,7,,1,2,2,CA,1,,1,1,3,40,40,40,Democrat,0.49
6799,6800,2,1,59,4,3,,1,2,2,CA,1,,1,1,3,50,40,45,Democrat,0.49
7311,7312,2,1,44,4,4,2,2,2,1,CA,1,,1,1,3,50,50,50,Democrat,0.49
2548,2549,1,1,55,1,,1,1,2,5,CA,1,,1,1,3,70,50,60,Democrat,0.49
7088,7089,1,1,41,4,5,,1,2,1,CA,1,,1,1,3,70,50,60,Democrat,0.49
2440,2441,2,1,79,2,6,,2,2,2,CA,1,,1,1,3,70,70,70,Democrat,0.49
6259,6260,2,1,50,2,5,,1,2,4,CA,1,,1,1,3,100,100,100,Democrat,0.49
5161,5162,1,1,32,2,4,2,1,2,2,CA,1,,1,1,3,,,,Democrat,0.49
24,25,2,1,59,,,,1,2,2,CA,0,1,1,1,3,30,30,30,Democrat,0.49
237,238,2,1,56,,4,1,1,2,3,CA,0,1,1,1,3,50,30,40,Democrat,0.49
737,738,2,1,24,1,4,1,2,2,1,CA,0,1,1,1,3,50,40,45,Democrat,0.49
44,45,2,1,72,4,3,,1,2,4,CA,0,1,1,1,3,50,50,50,Democrat,0.49
705,706,2,1,34,4,3,,1,2,2,CA,0,1,1,1,3,50,50,50,Democrat,0.49
926,927,2,1,40,1,2,,2,2,2,CA,0,1,1,1,3,50,50,50,Democrat,0.49
1045,1046,1,1,36,1,4,1,1,2,4,CA,0,1,1,1,3,50,50,50,Democrat,0.49
1395,1396,1,1,39,,4,,2,2,4,CA,0,1,1,1,3,50,50,50,Democrat,0.49
1982,1983,2,1,41,,,1,1,1,4,CA,0,1,1,1,3,50,50,50,Democrat,0.49
2033,2034,1,1,65,4,4,2,2,2,4,CA,0,1,1,1,3,50,50,50,Democrat,0.49
2067,2068,2,1,24,,4,2,1,2,2,CA,0,1,1,1,3,60,40,50,Democrat,0.49
2447,2448,1,3,22,4,4,1,1,2,5,CA,0,1,1,1,3,50,50,50,Democrat,0.49
2529,2530,2,1,37,2,6,,1,2,2,CA,0,1,1,1,3,50,50,50,Democrat,0.49
3268,3269,1,1,25,1,3,,2,2,5,CA,0,1,1,1,3,60,40,50,Democrat,0.49
4121,4122,1,1,27,4,4,1,2,2,2,CA,0,1,1,1,3,50,50,50,Democrat,0.49
4775,4776,2,1,20,1,3,,2,2,2,CA,0,1,1,1,3,50,50,50,Democrat,0.49
6112,6113,1,1,55,4,6,,1,2,5,CA,0,1,1,1,3,50,50,50,Democrat,0.49
7072,7073,1,1,37,4,6,,1,2,3,CA,0,1,1,1,3,50,50,50,Democrat,0.49
7644,7645,1,1,27,1,3,,2,2,5,CA,0,1,1,1,3,50,50,50,Democrat,0.49
66,67,1,1,46,4,5,,2,2,2,CA,0,1,1,1,3,60,50,55,Democrat,0.49
1549,1550,2,1,41,2,2,,2,2,3,CA,0,1,1,1,3,60,50,55,Democrat,0.49
3250,3251,2,1,77,1,4,1,2,2,2,CA,0,1,1,1,3,70,40,55,Democrat,0.49
6718,6719,2,1,59,1,5,,1,2,3,CA,0,1,1,1,3,70,40,55,Democrat,0.49
2415,2416,1,1,72,1,4,1,2,2,3,CA,0,1,1,1,3,60,60,60,Democrat,0.49
2744,2745,1,1,68,,,2,2,2,3,CA,0,1,1,1,3,70,50,60,Democrat,0.49
3263,3264,2,1,30,1,4,2,2,2,4,CA,0,1,1,1,3,70,50,60,Democrat,0.49
4308,4309,1,1,66,2,6,,1,2,2,CA,0,1,1,1,3,60,60,60,Democrat,0.49
8023,8024,2,1,45,1,4,1,1,2,3,CA,0,1,1,1,3,60,60,60,Democrat,0.49
2087,2088,2,1,35,2,5,,1,2,3,CA,0,1,1,1,3,75,50,62.5,Democrat,0.49
6379,6380,2,1,26,4,4,2,1,2,2,CA,0,1,1,1,3,70,60,65,Democrat,0.49
2676,2677,2,1,64,2,6,,1,2,3,CA,0,1,1,1,3,85,50,67.5,Democrat,0.49
3,4,1,1,41,2,3,,1,2,1,CA,0,1,1,1,3,70,70,70,Democrat,0.49
951,952,1,1,32,1,,1,1,2,3,CA,0,1,1,1,3,90,50,70,Democrat,0.49
1911,1912,2,1,70,1,3,,2,2,3,CA,0,1,1,1,3,70,70,70,Democrat,0.49
3225,3226,1,1,31,1,3,,1,2,1,CA,0,1,1,1,3,70,70,70,Democrat,0.49
4498,4499,2,1,54,4,4,2,1,2,1,CA,0,1,1,1,3,70,70,70,Democrat,0.49
8187,8188,2,1,69,4,4,2,2,2,1,CA,0,1,1,1,3,70,70,70,Democrat,0.49
5218,5219,2,1,67,1,3,,2,2,5,CA,0,1,1,1,3,85,60,72.5,Democrat,0.49
1995,1996,2,1,46,1,4,2,1,2,1,CA,0,1,1,1,3,85,70,77.5,Democrat,0.49
8229,8230,1,1,65,1,4,1,1,2,4,CA,0,1,1,1,3,85,80,82.5,Democrat,0.49
208,209,2,1,56,1,4,1,1,1,1,CA,0,1,1,1,3,85,85,85,Democrat,0.49
1009,1010,2,1,78,1,3,,1,2,1,CA,0,1,1,1,3,85,85,85,Democrat,0.49
2370,2371,2,1,80,4,5,,2,2,2,CA,0,1,1,1,3,85,85,85,Democrat,0.49
2491,2492,2,1,42,4,4,1,1,2,5,CA,0,1,1,1,3,85,85,85,Democrat,0.49
4266,4267,1,1,20,1,4,1,1,2,3,CA,0,1,1,1,3,85,85,85,Democrat,0.49
6273,6274,1,1,65,1,4,1,2,2,2,CA,0,1,1,1,3,85,,85,Democrat,0.49
6643,6644,2,1,37,1,,1,1,2,4,CA,0,1,1,1,3,100,70,85,Democrat,0.49
7843,7844,2,1,70,2,6,,1,2,3,CA,0,1,1,1,3,100,70,85,Democrat,0.49
188,189,2,1,78,1,2,,1,2,2,CA,0,1,1,1,3,100,85,92.5,Democrat,0.49
525,526,1,1,35,4,4,2,1,2,4,CA,0,1,1,1,3,100,100,100,Democrat,0.49
3145,3146,2,1,,1,,1,2,2,2,CA,0,1,1,1,3,100,100,100,Democrat,0.49
6068,6069,2,,34,1,3,,1,2,3,CA,0,1,1,1,3,100,100,100,Democrat,0.49
414,415,1,1,62,1,2,,2,2,1,CA,0,0,1,1,2,0,0,0,Democrat,0.49
1110,1111,1,3,45,2,,1,2,2,2,CA,0,0,1,1,2,0,0,0,Democrat,0.49
4160,4161,2,1,29,4,,1,,,1,CA,0,0,1,1,2,0,0,0,Democrat,0.49
7645,7646,1,1,80,2,6,,2,2,2,CA,0,0,1,1,2,30,15,22.5,Democrat,0.49
5748,5749,1,1,58,5,4,1,2,2,5,CA,0,0,1,1,2,30,50,40,Democrat,0.49
3130,3131,1,1,47,4,3,,2,2,4,CA,0,0,1,1,2,15,70,42.5,Democrat,0.49
505,506,1,1,64,2,,,2,2,2,CA,0,0,1,1,2,50,40,45,Democrat,0.49
5098,5099,1,1,45,1,2,,1,1,5,CA,0,0,1,1,2,50,40,45,Democrat,0.49
6928,6929,1,,,2,4,1,2,2,3,CA,0,0,1,1,2,40,50,45,Democrat,0.49
7948,7949,2,1,61,2,,2,2,2,5,CA,0,0,1,1,2,50,40,45,Democrat,0.49
374,375,2,1,70,4,5,,2,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
377,378,1,1,52,4,5,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
584,585,1,1,52,1,,2,1,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
925,926,2,1,80,2,4,1,2,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
942,943,1,1,45,1,4,1,1,2,4,CA,0,0,1,1,2,50,50,50,Democrat,0.49
979,980,2,1,80,1,2,,1,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
1100,1101,1,1,41,4,3,,1,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
1660,1661,2,1,73,1,2,,2,1,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
2322,2323,2,1,46,1,4,2,2,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
2509,2510,1,1,38,4,4,1,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
2625,2626,2,1,45,1,4,1,1,2,2,CA,0,0,1,1,2,50,50,50,Democrat,0.49
2631,2632,1,1,37,4,1,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
2685,2686,1,1,49,4,3,,2,2,1,CA,0,0,1,1,2,50,50,50,Democrat,0.49
3000,3001,1,1,69,4,4,2,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
3111,3112,2,1,35,1,3,,1,2,1,CA,0,0,1,1,2,50,50,50,Democrat,0.49
3412,3413,2,1,23,4,2,,1,2,4,CA,0,0,1,1,2,50,50,50,Democrat,0.49
3460,3461,2,1,80,,,2,1,2,2,CA,0,0,1,1,2,50,50,50,Democrat,0.49
3588,3589,2,1,67,2,4,1,2,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
4545,4546,1,1,18,,4,1,1,2,4,CA,0,0,1,1,2,50,50,50,Democrat,0.49
4682,4683,2,1,73,1,2,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
4699,4700,1,1,47,1,1,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
4795,4796,1,1,64,4,,1,2,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
5207,5208,1,1,64,,4,1,2,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
5277,5278,2,1,80,1,2,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
5551,5552,1,1,25,4,4,1,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
5801,5802,2,1,54,2,5,,1,2,2,CA,0,0,1,1,2,50,50,50,Democrat,0.49
6070,6071,1,1,40,1,,1,2,2,2,CA,0,0,1,1,2,50,50,50,Democrat,0.49
6307,6308,2,1,26,1,2,,1,2,4,CA,0,0,1,1,2,50,50,50,Democrat,0.49
6363,6364,2,1,76,1,,2,2,2,1,CA,0,0,1,1,2,50,50,50,Democrat,0.49
6411,6412,2,1,,1,4,1,2,2,2,CA,0,0,1,1,2,50,50,50,Democrat,0.49
7004,7005,1,1,42,1,3,,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
7120,7121,1,1,57,1,4,2,1,2,5,CA,0,0,1,1,2,50,50,50,Democrat,0.49
7315,7316,2,1,80,2,,1,2,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
7639,7640,2,1,48,1,2,,1,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
7812,7813,1,1,61,1,,1,1,2,1,CA,0,0,1,1,2,50,50,50,Democrat,0.49
8277,8278,1,1,45,1,4,2,1,2,3,CA,0,0,1,1,2,50,50,50,Democrat,0.49
1086,1087,1,1,25,4,4,,1,2,3,CA,0,0,1,1,2,50,60,55,Democrat,0.49
1510,1511,2,1,42,4,1,,1,1,5,CA,0,0,1,1,2,50,60,55,Democrat,0.49
4307,4308,1,1,48,1,5,,1,2,1,CA,0,0,1,1,2,60,50,55,Democrat,0.49
6113,6114,1,1,35,1,3,,2,2,5,CA,0,0,1,1,2,60,50,55,Democrat,0.49
4508,4509,1,3,25,1,2,,1,2,5,CA,0,0,1,1,2,65,50,57.5,Democrat,0.49
6736,6737,2,1,56,1,2,,1,2,5,CA,0,0,1,1,2,40,75,57.5,Democrat,0.49
200,201,1,1,71,1,3,,2,2,4,CA,0,0,1,1,2,70,50,60,Democrat,0.49
383,384,1,1,73,2,4,1,1,2,3,CA,0,0,1,1,2,60,60,60,Democrat,0.49
467,468,2,1,21,1,4,2,1,2,3,CA,0,0,1,1,2,60,60,60,Democrat,0.49
